model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,pca_only,0.2137,0.2167,0.0745,0.1564,0.1422,0.0209,-0.0572,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,per_cloud,0.2002,0.2168,0.1122,0.1645,0.1045,0.1582,-0.0358,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,generated,background,0.1934,0.1275,0.0694,0.1127,0.0581,-1.1355,-0.0808,0.0112,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,raw,0.155,0.0329,0.0748,0.069,-0.042,,-0.086,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,pca_only,0.164,0.2167,0.0745,0.1227,0.1422,0.3702,-0.0413,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,per_cloud,0.164,0.2168,0.1122,0.0969,0.1045,0.5051,-0.0671,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,thinking,background,0.18,0.1275,0.0694,0.2212,0.0581,-0.9038,0.0412,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,raw,0.081,0.0329,0.0748,0.0396,-0.042,,-0.0414,0.0057,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,pca_only,0.0828,0.2167,0.0745,0.1558,0.1422,0.9417,0.073,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,per_cloud,0.1169,0.2168,0.1122,0.1555,0.1045,0.9553,0.0386,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,last,background,0.1217,0.1275,0.0694,0.1333,0.0581,0.0992,0.0116,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,raw,0.2018,0.0329,0.0748,0.0555,-0.042,,-0.1463,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,pca_only,0.2223,0.2167,0.0745,0.1535,0.1422,-0.0394,-0.0688,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,per_cloud,0.2039,0.2168,0.1122,0.1665,0.1045,0.123,-0.0374,0.0047,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,7,all,background,0.1974,0.1275,0.0694,0.1068,0.0581,-1.2033,-0.0906,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,raw,0.2768,0.0329,0.0748,0.1018,-0.042,,-0.175,0.0126,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,pca_only,0.282,0.2167,0.0745,0.1235,0.1422,-0.4596,-0.1585,0.0123,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,per_cloud,0.201,0.2168,0.1122,0.1381,0.1045,0.1508,-0.0629,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,input,background,0.234,0.1299,0.0825,0.1019,0.0475,-2.1928,-0.1321,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,raw,0.1968,0.0329,0.0748,0.0523,-0.042,,-0.1445,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,pca_only,0.2189,0.2167,0.0745,0.1558,0.1422,-0.0155,-0.0631,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,per_cloud,0.2032,0.2168,0.1122,0.1662,0.1045,0.1294,-0.0371,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,generated,background,0.1946,0.1299,0.0825,0.1085,0.0475,-1.3634,-0.0861,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,raw,0.1569,0.0329,0.0748,0.0671,-0.042,,-0.0899,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,pca_only,0.1658,0.2167,0.0745,0.122,0.1422,0.3578,-0.0438,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,per_cloud,0.1642,0.2168,0.1122,0.1009,0.1045,0.5031,-0.0633,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,thinking,background,0.1835,0.1299,0.0825,0.2065,0.0475,-1.1283,0.0231,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,raw,0.0946,0.0329,0.0748,0.039,-0.042,,-0.0556,0.0054,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,pca_only,0.096,0.2167,0.0745,0.149,0.1422,0.8491,0.053,0.0054,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,per_cloud,0.1163,0.2168,0.1122,0.1535,0.1045,0.9607,0.0371,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,last,background,0.1312,0.1299,0.0825,0.136,0.0475,-0.0263,0.0048,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,raw,0.2048,0.0329,0.0748,0.0518,-0.042,,-0.153,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,pca_only,0.2222,0.2167,0.0745,0.1474,0.1422,-0.0388,-0.0747,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,per_cloud,0.2033,0.2168,0.1122,0.1663,0.1045,0.1291,-0.0369,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,8,all,background,0.1926,0.1299,0.0825,0.105,0.0475,-1.3202,-0.0876,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,raw,0.2756,0.0329,0.0748,0.1068,-0.042,,-0.1688,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,pca_only,0.2808,0.2167,0.0745,0.1142,0.1422,-0.451,-0.1666,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,per_cloud,0.2018,0.2168,0.1122,0.1247,0.1045,0.1427,-0.0772,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,input,background,0.2349,0.1294,0.0644,0.0871,0.065,-1.6238,-0.1478,0.0069,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,raw,0.2003,0.0329,0.0748,0.0538,-0.042,,-0.1465,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,pca_only,0.2198,0.2167,0.0745,0.151,0.1422,-0.0223,-0.0688,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,per_cloud,0.1981,0.2168,0.1122,0.165,0.1045,0.1782,-0.0332,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,generated,background,0.2005,0.1294,0.0644,0.1035,0.065,-1.0937,-0.0969,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,raw,0.1539,0.0329,0.0748,0.0719,-0.042,,-0.0819,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,pca_only,0.1643,0.2167,0.0745,0.1303,0.1422,0.3679,-0.034,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,per_cloud,0.1607,0.2168,0.1122,0.1011,0.1045,0.5362,-0.0597,0.0092,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,thinking,background,0.1673,0.1294,0.0644,0.2203,0.065,-0.583,0.0531,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,raw,0.1102,0.0329,0.0748,0.0407,-0.042,,-0.0694,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,pca_only,0.1114,0.2167,0.0745,0.1446,0.1422,0.7407,0.0332,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,per_cloud,0.12,0.2168,0.1122,0.1498,0.1045,0.9261,0.0298,0.0103,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,last,background,0.144,0.1294,0.0644,0.1227,0.065,-0.2248,-0.0213,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,raw,0.2055,0.0329,0.0748,0.0567,-0.042,,-0.1488,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,pca_only,0.2261,0.2167,0.0745,0.1395,0.1422,-0.0666,-0.0866,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,per_cloud,0.2011,0.2168,0.1122,0.1622,0.1045,0.1501,-0.0388,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,9,all,background,0.1987,0.1294,0.0644,0.0994,0.065,-1.0661,-0.0993,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,raw,0.2506,0.0329,0.0748,0.1198,-0.042,,-0.1308,0.0155,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,pca_only,0.2561,0.2167,0.0745,0.1137,0.1422,-0.2771,-0.1423,0.0162,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,per_cloud,0.1988,0.2168,0.1122,0.1228,0.1045,0.1715,-0.076,0.0063,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,input,background,0.2343,0.124,0.073,0.0845,0.0511,-2.1597,-0.1498,0.0069,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,raw,0.2023,0.0329,0.0748,0.0505,-0.042,,-0.1518,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,pca_only,0.2227,0.2167,0.0745,0.1414,0.1422,-0.0424,-0.0812,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,per_cloud,0.1954,0.2168,0.1122,0.1652,0.1045,0.2047,-0.0301,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,generated,background,0.1925,0.124,0.073,0.0893,0.0511,-1.341,-0.1032,0.0109,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,raw,0.1568,0.0329,0.0748,0.0701,-0.042,,-0.0868,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,pca_only,0.1666,0.2167,0.0745,0.1327,0.1422,0.3519,-0.034,0.0072,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,per_cloud,0.1655,0.2168,0.1122,0.1023,0.1045,0.4907,-0.0631,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,thinking,background,0.1801,0.124,0.073,0.2126,0.0511,-1.0979,0.0325,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,raw,0.1216,0.0329,0.0748,0.0395,-0.042,,-0.0821,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,pca_only,0.1232,0.2167,0.0745,0.1462,0.1422,0.6575,0.023,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,per_cloud,0.1251,0.2168,0.1122,0.1501,0.1045,0.8768,0.025,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,last,background,0.1217,0.124,0.073,0.1377,0.0511,0.045,0.0159,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,raw,0.2089,0.0329,0.0748,0.0534,-0.042,,-0.1555,0.0101,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,pca_only,0.2285,0.2167,0.0745,0.1289,0.1422,-0.0831,-0.0996,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,per_cloud,0.1996,0.2168,0.1122,0.1602,0.1045,0.1647,-0.0394,0.0051,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,10,all,background,0.1915,0.124,0.073,0.0868,0.0511,-1.3201,-0.1046,0.0117,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,raw,0.2764,0.0329,0.0748,0.112,-0.042,,-0.1644,0.012,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,pca_only,0.2819,0.2167,0.0745,0.1084,0.1422,-0.4589,-0.1735,0.012,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,per_cloud,0.2017,0.2168,0.1122,0.1266,0.1045,0.1442,-0.0751,0.0054,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,input,background,0.2347,0.1282,0.0585,0.0801,0.0698,-1.5267,-0.1546,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,raw,0.2126,0.0329,0.0748,0.0448,-0.042,,-0.1678,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,pca_only,0.2303,0.2167,0.0745,0.1353,0.1422,-0.0961,-0.095,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,per_cloud,0.1916,0.2168,0.1122,0.1659,0.1045,0.2412,-0.0256,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,generated,background,0.2005,0.1282,0.0585,0.0927,0.0698,-1.0366,-0.1078,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,raw,0.1619,0.0329,0.0748,0.0705,-0.042,,-0.0915,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,pca_only,0.1718,0.2167,0.0745,0.1376,0.1422,0.3158,-0.0342,0.0069,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,per_cloud,0.1655,0.2168,0.1122,0.1039,0.1045,0.4901,-0.0616,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,thinking,background,0.1784,0.1282,0.0585,0.2032,0.0698,-0.7193,0.0248,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,raw,0.1259,0.0329,0.0748,0.0409,-0.042,,-0.085,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,pca_only,0.1264,0.2167,0.0745,0.1499,0.1422,0.6348,0.0235,0.0057,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,per_cloud,0.1257,0.2168,0.1122,0.1533,0.1045,0.8711,0.0276,0.0116,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,last,background,0.1059,0.1282,0.0585,0.147,0.0698,0.3201,0.0412,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,raw,0.2184,0.0329,0.0748,0.0495,-0.042,,-0.1689,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,pca_only,0.2366,0.2167,0.0745,0.1197,0.1422,-0.1402,-0.1169,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,per_cloud,0.1967,0.2168,0.1122,0.158,0.1045,0.1925,-0.0386,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,11,all,background,0.1967,0.1282,0.0585,0.0889,0.0698,-0.9822,-0.1078,0.0106,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,raw,0.1859,0.0329,0.0748,0.1182,-0.042,,-0.0678,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,pca_only,0.1937,0.2167,0.0745,0.0938,0.1422,0.1614,-0.0999,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,per_cloud,0.2012,0.2168,0.1122,0.1347,0.1045,0.1488,-0.0665,0.005,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,input,background,0.2301,0.1325,0.0598,0.0639,0.0727,-1.342,-0.1662,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,raw,0.2216,0.0329,0.0748,0.0454,-0.042,,-0.1762,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,pca_only,0.2383,0.2167,0.0745,0.1316,0.1422,-0.1525,-0.1067,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,per_cloud,0.1923,0.2168,0.1122,0.1705,0.1045,0.2345,-0.0217,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,generated,background,0.204,0.1325,0.0598,0.0843,0.0727,-0.9833,-0.1197,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,raw,0.1641,0.0329,0.0748,0.0676,-0.042,,-0.0965,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,pca_only,0.1754,0.2167,0.0745,0.1417,0.1422,0.2901,-0.0337,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,per_cloud,0.1646,0.2168,0.1122,0.1068,0.1045,0.4994,-0.0577,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,thinking,background,0.181,0.1325,0.0598,0.1973,0.0727,-0.6676,0.0163,0.0101,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,raw,0.1217,0.0329,0.0748,0.0413,-0.042,,-0.0804,0.007,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,pca_only,0.1235,0.2167,0.0745,0.153,0.1422,0.6555,0.0295,0.007,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,per_cloud,0.1279,0.2168,0.1122,0.1539,0.1045,0.8504,0.026,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,last,background,0.1218,0.1325,0.0598,0.1456,0.0727,0.1476,0.0239,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,raw,0.2253,0.0329,0.0748,0.052,-0.042,,-0.1732,0.0115,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,pca_only,0.242,0.2167,0.0745,0.1154,0.1422,-0.1784,-0.1266,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,per_cloud,0.1953,0.2168,0.1122,0.1613,0.1045,0.2052,-0.034,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,12,all,background,0.1987,0.1325,0.0598,0.0824,0.0727,-0.9102,-0.1163,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,raw,0.1741,0.0329,0.0748,0.1055,-0.042,,-0.0685,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,pca_only,0.1821,0.2167,0.0745,0.0808,0.1422,0.2428,-0.1014,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,per_cloud,0.1984,0.2168,0.1122,0.1342,0.1045,0.1753,-0.0642,0.0055,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,input,background,0.224,0.1299,0.0522,0.0641,0.0777,-1.2115,-0.1599,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,raw,0.2253,0.0329,0.0748,0.0455,-0.042,,-0.1798,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,pca_only,0.2414,0.2167,0.0745,0.1282,0.1422,-0.1743,-0.1133,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,per_cloud,0.1923,0.2168,0.1122,0.1726,0.1045,0.2343,-0.0197,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,generated,background,0.2039,0.1299,0.0522,0.0909,0.0777,-0.9534,-0.113,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,raw,0.1658,0.0329,0.0748,0.0666,-0.042,,-0.0992,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,pca_only,0.177,0.2167,0.0745,0.1417,0.1422,0.2792,-0.0352,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,per_cloud,0.1625,0.2168,0.1122,0.1071,0.1045,0.5195,-0.0553,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,thinking,background,0.1765,0.1299,0.0522,0.2121,0.0777,-0.601,0.0355,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,raw,0.1227,0.0329,0.0748,0.0398,-0.042,,-0.0829,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,pca_only,0.1248,0.2167,0.0745,0.1549,0.1422,0.6464,0.0302,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,per_cloud,0.1274,0.2168,0.1122,0.1537,0.1045,0.8552,0.0263,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,last,background,0.1649,0.1299,0.0522,0.1349,0.0777,-0.4505,-0.03,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,raw,0.2298,0.0329,0.0748,0.0539,-0.042,,-0.1759,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,pca_only,0.2455,0.2167,0.0745,0.112,0.1422,-0.2027,-0.1335,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,per_cloud,0.1951,0.2168,0.1122,0.1623,0.1045,0.2074,-0.0328,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,13,all,background,0.2007,0.1299,0.0522,0.0884,0.0777,-0.9119,-0.1123,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,raw,0.1634,0.0329,0.0748,0.0996,-0.042,,-0.0639,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,pca_only,0.1705,0.2167,0.0745,0.0727,0.1422,0.325,-0.0977,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,per_cloud,0.1978,0.2168,0.1122,0.1345,0.1045,0.1812,-0.0633,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,input,background,0.2227,0.1276,0.0656,0.0886,0.062,-1.5325,-0.134,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,raw,0.2317,0.0329,0.0748,0.0448,-0.042,,-0.187,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,pca_only,0.247,0.2167,0.0745,0.1242,0.1422,-0.2137,-0.1228,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,per_cloud,0.1892,0.2168,0.1122,0.1684,0.1045,0.264,-0.0208,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,generated,background,0.2008,0.1276,0.0656,0.0889,0.062,-1.1801,-0.1119,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,raw,0.164,0.0329,0.0748,0.0653,-0.042,,-0.0987,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,14,thinking,pca_only,0.1764,0.2167,0.0745,0.1407,0.1422,0.2829,-0.0357,0.0076,100,3584
