model,dataset,layer,token_source,metric,delta_data,delta_flat,delta_tree,delta_cluster,span,score,excess_over_cluster,noise_floor,n,dim
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,per_cloud,0.1366,0.2168,0.1122,0.1906,0.1045,0.7671,0.054,0.0105,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,last,background,0.2071,0.1259,0.0455,0.1399,0.0805,-1.0083,-0.0672,0.0141,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,raw,0.2287,0.0329,0.0748,0.0606,-0.042,,-0.1681,0.0115,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,pca_only,0.2413,0.2167,0.0745,0.155,0.1422,-0.1734,-0.0863,0.0119,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,per_cloud,0.1851,0.2168,0.1122,0.1414,0.1045,0.3027,-0.0438,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,21,all,background,0.1866,0.1259,0.0455,0.1098,0.0805,-0.7546,-0.0768,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,raw,0.1414,0.0329,0.0748,0.1049,-0.042,,-0.0365,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,pca_only,0.1472,0.2167,0.0745,0.0754,0.1422,0.4885,-0.0718,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,per_cloud,0.203,0.2168,0.1122,0.1459,0.1045,0.1321,-0.0571,0.0043,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,input,background,0.2013,0.1261,0.0676,0.0706,0.0585,-1.2866,-0.1307,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,raw,0.2279,0.0329,0.0748,0.0613,-0.042,,-0.1666,0.012,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,pca_only,0.2404,0.2167,0.0745,0.159,0.1422,-0.1673,-0.0814,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,per_cloud,0.1857,0.2168,0.1122,0.1461,0.1045,0.2974,-0.0396,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,generated,background,0.1891,0.1261,0.0676,0.1098,0.0585,-1.0773,-0.0793,0.0067,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,raw,0.1655,0.0329,0.0748,0.0689,-0.042,,-0.0966,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,pca_only,0.1774,0.2167,0.0745,0.1451,0.1422,0.2765,-0.0323,0.008,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,per_cloud,0.1641,0.2168,0.1122,0.1178,0.1045,0.5042,-0.0463,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,thinking,background,0.1695,0.1261,0.0676,0.1753,0.0585,-0.742,0.0059,0.0058,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,raw,0.1536,0.0329,0.0748,0.0447,-0.042,,-0.1089,0.0125,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,pca_only,0.158,0.2167,0.0745,0.193,0.1422,0.4123,0.0349,0.0124,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,per_cloud,0.1369,0.2168,0.1122,0.189,0.1045,0.7643,0.0521,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,last,background,0.2056,0.1261,0.0676,0.1348,0.0585,-1.361,-0.0709,0.0132,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,raw,0.2319,0.0329,0.0748,0.0604,-0.042,,-0.1715,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,pca_only,0.2449,0.2167,0.0745,0.1565,0.1422,-0.1987,-0.0884,0.0117,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,per_cloud,0.1864,0.2168,0.1122,0.1467,0.1045,0.2903,-0.0398,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,22,all,background,0.1849,0.1261,0.0676,0.1057,0.0585,-1.0059,-0.0792,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,raw,0.1576,0.0329,0.0748,0.1037,-0.042,,-0.0539,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,pca_only,0.1665,0.2167,0.0745,0.0818,0.1422,0.3525,-0.0848,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,per_cloud,0.2025,0.2168,0.1122,0.1563,0.1045,0.1368,-0.0462,0.0044,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,input,background,0.2244,0.1227,0.0642,0.0707,0.0585,-1.7397,-0.1537,0.0102,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,raw,0.2226,0.0329,0.0748,0.0629,-0.042,,-0.1597,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,pca_only,0.2357,0.2167,0.0745,0.1599,0.1422,-0.1339,-0.0758,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,per_cloud,0.1891,0.2168,0.1122,0.1469,0.1045,0.2649,-0.0422,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,generated,background,0.1889,0.1227,0.0642,0.1088,0.0585,-1.1314,-0.0801,0.0077,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,raw,0.1623,0.0329,0.0748,0.0678,-0.042,,-0.0945,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,pca_only,0.1769,0.2167,0.0745,0.1419,0.1422,0.2795,-0.035,0.007,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,per_cloud,0.1657,0.2168,0.1122,0.1132,0.1045,0.4883,-0.0525,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,thinking,background,0.1656,0.1227,0.0642,0.1923,0.0585,-0.7332,0.0267,0.0057,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,raw,0.1437,0.0329,0.0748,0.0431,-0.042,,-0.1006,0.0104,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,pca_only,0.1493,0.2167,0.0745,0.1892,0.1422,0.4736,0.0399,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,per_cloud,0.1391,0.2168,0.1122,0.1859,0.1045,0.7429,0.0468,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,last,background,0.1918,0.1227,0.0642,0.1335,0.0585,-1.1824,-0.0583,0.0121,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,raw,0.2277,0.0329,0.0748,0.0624,-0.042,,-0.1653,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,pca_only,0.2407,0.2167,0.0745,0.1555,0.1422,-0.1689,-0.0852,0.0113,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,per_cloud,0.1903,0.2168,0.1122,0.1449,0.1045,0.2529,-0.0454,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,23,all,background,0.1878,0.1227,0.0642,0.1057,0.0585,-1.1132,-0.082,0.0083,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,raw,0.1783,0.0329,0.0748,0.1023,-0.042,,-0.076,0.0088,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,pca_only,0.1882,0.2167,0.0745,0.0958,0.1422,0.2001,-0.0924,0.0093,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,per_cloud,0.2047,0.2168,0.1122,0.167,0.1045,0.1154,-0.0377,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,input,background,0.2352,0.1251,0.0539,0.0722,0.0712,-1.5467,-0.163,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,raw,0.207,0.0329,0.0748,0.0656,-0.042,,-0.1414,0.0113,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,pca_only,0.2208,0.2167,0.0745,0.1614,0.1422,-0.0289,-0.0593,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,per_cloud,0.1914,0.2168,0.1122,0.1414,0.1045,0.2425,-0.05,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,generated,background,0.1812,0.1251,0.0539,0.123,0.0712,-0.7886,-0.0583,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,raw,0.1581,0.0329,0.0748,0.0667,-0.042,,-0.0914,0.0066,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,pca_only,0.1732,0.2167,0.0745,0.1409,0.1422,0.3058,-0.0323,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,per_cloud,0.1659,0.2168,0.1122,0.1129,0.1045,0.4865,-0.053,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,thinking,background,0.167,0.1251,0.0539,0.2008,0.0712,-0.5883,0.0339,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,raw,0.1315,0.0329,0.0748,0.0411,-0.042,,-0.0904,0.0099,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,pca_only,0.1392,0.2167,0.0745,0.1797,0.1422,0.5445,0.0405,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,per_cloud,0.1408,0.2168,0.1122,0.1809,0.1045,0.727,0.0401,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,last,background,0.163,0.1251,0.0539,0.1372,0.0712,-0.5324,-0.0258,0.0121,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,raw,0.2115,0.0329,0.0748,0.0651,-0.042,,-0.1464,0.0121,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,pca_only,0.2257,0.2167,0.0745,0.1581,0.1422,-0.0637,-0.0676,0.0123,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,per_cloud,0.1913,0.2168,0.1122,0.1414,0.1045,0.2438,-0.0499,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,24,all,background,0.1803,0.1251,0.0539,0.1185,0.0712,-0.7762,-0.0618,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,raw,0.162,0.0329,0.0748,0.1294,-0.042,,-0.0326,0.0078,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,pca_only,0.1679,0.2167,0.0745,0.1115,0.1422,0.3431,-0.0563,0.0082,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,per_cloud,0.2074,0.2168,0.1122,0.1888,0.1045,0.0897,-0.0186,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,input,background,0.2401,0.1219,0.071,0.0761,0.0509,-2.3236,-0.164,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,raw,0.2035,0.0329,0.0748,0.0664,-0.042,,-0.1371,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,pca_only,0.2168,0.2167,0.0745,0.1605,0.1422,-0.0008,-0.0562,0.0113,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,per_cloud,0.1909,0.2168,0.1122,0.1392,0.1045,0.2472,-0.0517,0.0062,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,generated,background,0.1708,0.1219,0.071,0.1213,0.0509,-0.9625,-0.0495,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,raw,0.1549,0.0329,0.0748,0.0653,-0.042,,-0.0896,0.0068,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,pca_only,0.1725,0.2167,0.0745,0.1422,0.1422,0.3104,-0.0303,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,per_cloud,0.172,0.2168,0.1122,0.1222,0.1045,0.4281,-0.0499,0.0079,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,thinking,background,0.1715,0.1219,0.071,0.1931,0.0509,-0.9753,0.0216,0.0087,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,raw,0.1248,0.0329,0.0748,0.0425,-0.042,,-0.0824,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,pca_only,0.133,0.2167,0.0745,0.1694,0.1422,0.5882,0.0364,0.0091,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,per_cloud,0.1411,0.2168,0.1122,0.1699,0.1045,0.7243,0.0289,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,last,background,0.1642,0.1219,0.071,0.1326,0.0509,-0.8309,-0.0316,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,raw,0.2075,0.0329,0.0748,0.0644,-0.042,,-0.1431,0.012,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,pca_only,0.2233,0.2167,0.0745,0.1574,0.1422,-0.0467,-0.0659,0.0123,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,per_cloud,0.1908,0.2168,0.1122,0.1404,0.1045,0.2487,-0.0504,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,25,all,background,0.1717,0.1219,0.071,0.1164,0.0509,-0.9796,-0.0553,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,raw,0.1653,0.0329,0.0748,0.1286,-0.042,,-0.0367,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,pca_only,0.1732,0.2167,0.0745,0.113,0.1422,0.3056,-0.0602,0.0094,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,per_cloud,0.2079,0.2168,0.1122,0.1936,0.1045,0.0847,-0.0143,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,input,background,0.242,0.1244,0.0741,0.0722,0.0503,-2.3353,-0.1697,0.009,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,raw,0.1967,0.0329,0.0748,0.0664,-0.042,,-0.1303,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,pca_only,0.2128,0.2167,0.0745,0.1589,0.1422,0.0272,-0.0538,0.0114,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,per_cloud,0.1884,0.2168,0.1122,0.1391,0.1045,0.2716,-0.0492,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,generated,background,0.1803,0.1244,0.0741,0.1119,0.0503,-1.1102,-0.0684,0.0068,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,raw,0.1569,0.0329,0.0748,0.0662,-0.042,,-0.0908,0.0065,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,pca_only,0.1755,0.2167,0.0745,0.1441,0.1422,0.2894,-0.0314,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,per_cloud,0.1731,0.2168,0.1122,0.1253,0.1045,0.4175,-0.0479,0.0081,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,thinking,background,0.1774,0.1244,0.0741,0.1921,0.0503,-1.0522,0.0148,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,raw,0.1228,0.0329,0.0748,0.0424,-0.042,,-0.0804,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,pca_only,0.1309,0.2167,0.0745,0.1675,0.1422,0.6029,0.0365,0.0096,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,per_cloud,0.1424,0.2168,0.1122,0.1689,0.1045,0.7117,0.0265,0.0085,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,last,background,0.1748,0.1244,0.0741,0.1325,0.0503,-1.0011,-0.0423,0.0176,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,raw,0.1997,0.0329,0.0748,0.064,-0.042,,-0.1357,0.0111,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,pca_only,0.2145,0.2167,0.0745,0.1561,0.1422,0.0152,-0.0583,0.0113,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,per_cloud,0.1889,0.2168,0.1122,0.1397,0.1045,0.2663,-0.0492,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,26,all,background,0.1783,0.1244,0.0741,0.1076,0.0503,-1.0704,-0.0707,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,raw,0.1851,0.0329,0.0748,0.1067,-0.042,,-0.0784,0.0097,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,pca_only,0.1974,0.2167,0.0745,0.1146,0.1422,0.1355,-0.0828,0.01,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,per_cloud,0.207,0.2168,0.1122,0.1944,0.1045,0.0933,-0.0126,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,input,background,0.2381,0.1247,0.0587,0.0796,0.066,-1.7183,-0.1585,0.0071,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,raw,0.1714,0.0329,0.0748,0.0776,-0.042,,-0.0938,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,pca_only,0.1865,0.2167,0.0745,0.159,0.1422,0.212,-0.0275,0.0089,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,per_cloud,0.1999,0.2168,0.1122,0.1269,0.1045,0.1618,-0.0729,0.0051,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,generated,background,0.1615,0.1247,0.0587,0.1252,0.066,-0.5572,-0.0363,0.0053,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,raw,0.1561,0.0329,0.0748,0.0588,-0.042,,-0.0973,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,pca_only,0.174,0.2167,0.0745,0.1467,0.1422,0.2999,-0.0274,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,per_cloud,0.18,0.2168,0.1122,0.1385,0.1045,0.3514,-0.0415,0.006,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,thinking,background,0.1746,0.1247,0.0587,0.1806,0.066,-0.7562,0.006,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,raw,0.1333,0.0329,0.0748,0.0393,-0.042,,-0.0939,0.0135,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,pca_only,0.1443,0.2167,0.0745,0.167,0.1422,0.5087,0.0227,0.0144,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,per_cloud,0.1436,0.2168,0.1122,0.17,0.1045,0.6999,0.0264,0.0084,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,last,background,0.1835,0.1247,0.0587,0.1256,0.066,-0.8907,-0.0579,0.0211,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,raw,0.1752,0.0329,0.0748,0.0726,-0.042,,-0.1026,0.0098,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,pca_only,0.1906,0.2167,0.0745,0.1572,0.1422,0.183,-0.0334,0.0095,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,per_cloud,0.198,0.2168,0.1122,0.1375,0.1045,0.1795,-0.0605,0.0059,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,27,all,background,0.1664,0.1247,0.0587,0.1189,0.066,-0.6312,-0.0475,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,raw,0.1788,0.0329,0.0748,0.1381,-0.042,,-0.0408,0.0122,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,pca_only,0.1846,0.2167,0.0745,0.1361,0.1422,0.2252,-0.0485,0.0127,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,per_cloud,0.2068,0.2168,0.1122,0.197,0.1045,0.0955,-0.0098,0.0075,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,input,background,0.2238,0.131,0.0513,0.0919,0.0797,-1.1641,-0.132,0.0056,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,raw,0.1742,0.0329,0.0748,0.074,-0.042,,-0.1002,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,pca_only,0.1789,0.2167,0.0745,0.1628,0.1422,0.2655,-0.0162,0.0074,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,per_cloud,0.2041,0.2168,0.1122,0.1416,0.1045,0.1213,-0.0625,0.0041,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,generated,background,0.1709,0.131,0.0513,0.1199,0.0797,-0.5,-0.051,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,raw,0.1697,0.0329,0.0748,0.054,-0.042,,-0.1157,0.0148,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,pca_only,0.1746,0.2167,0.0745,0.1619,0.1422,0.2958,-0.0127,0.0154,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,per_cloud,0.1855,0.2168,0.1122,0.1589,0.1045,0.2994,-0.0266,0.0061,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,thinking,background,0.1707,0.131,0.0513,0.1351,0.0797,-0.498,-0.0357,0.0086,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,raw,0.2039,0.0329,0.0748,0.0411,-0.042,,-0.1628,0.011,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,pca_only,0.2071,0.2167,0.0745,0.1712,0.1422,0.0672,-0.0359,0.0108,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,per_cloud,0.1446,0.2168,0.1122,0.1732,0.1045,0.6908,0.0286,0.0064,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,last,background,0.2159,0.131,0.0513,0.1326,0.0797,-1.065,-0.0833,0.0184,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,raw,0.177,0.0329,0.0748,0.0915,-0.042,,-0.0855,0.0073,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,pca_only,0.1834,0.2167,0.0745,0.1835,0.1422,0.2338,0.0,0.0076,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,per_cloud,0.2043,0.2168,0.1122,0.1446,0.1045,0.1195,-0.0597,0.0048,100,3584
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,28,all,background,0.1757,0.131,0.0513,0.1164,0.0797,-0.5606,-0.0594,0.0058,100,3584
